Time [s],Damage
0.07875,1
0.079,1
0.07925,1
0.0795,1
0.07975,1
0.08,1
0.08025,1
0.0805,1
0.08075,1
0.081,1
0.08125,1
0.0815,1
0.08175,1
0.082,1
0.08225,1
0.0825,1
0.08275,1
0.083,1
0.08325,1
0.0835,1
0.08375,1
0.084,1
0.08425,1
0.0845,1
0.08475,1
0.085,1
0.08525,1
0.0855,1
0.08575,1
0.086,1
0.08625,1
0.0865,1
0.08675,1
0.087,1
0.08725,1
0.0875,1
0.08775,1
0.088,1
0.08825,1
0.0885,1
0.08875,1
0.089,1
0.08925,1
0.0895,1
0.08975,1
0.09,1
0.09025,1
0.0905,1
0.09075,1
0.091,1
0.09125,1
0.0915,1
0.09175,1
0.092,1
0.09225,1
0.0925,1
0.09275,1
0.093,1
0.09325,1
0.0935,1
0.09375,1
0.094,1
0.09425,1
0.0945,1
0.09475,1
0.095,1
0.09525,1
0.0955,1
0.09575,1
0.096,1
0.09625,1
0.0965,1
0.09675,1
0.097,1
0.09725,1
0.0975,1
0.09775,1
0.098,1
0.09825,1
0.0985,1
0.09875,1
0.099,1
0.09925,1
0.0995,1
0.09975,1
0.1,1
0.10025,1
0.1005,1
0.10075,1
0.101,1
0.10125,1
0.1015,1
0.10175,1
0.102,1
0.10225,1
0.1025,1
0.10275,1
0.103,1
0.10325,1
0.1035,1
0.10375,1
0.104,1
0.10425,1
0.1045,1
0.10475,1
0.105,1
0.10525,1
0.1055,1
0.10575,1
0.106,1
0.10625,1
0.1065,1
0.10675,1
0.107,1
0.10725,1
0.1075,1
0.10775,1
0.108,1
0.10825,1
0.1085,1
0.10875,1
0.109,1
0.10925,1
0.1095,1
0.10975,1
0.11,1
0.11025,1
0.1105,1
0.11075,1
0.111,1
0.11125,1
0.1115,1
0.11175,1
0.112,1
0.11225,1
0.1125,1
0.11275,1
0.113,1
0.11325,1
0.1135,1
0.11375,1
0.114,1
0.11425,1
0.1145,1
0.11475,1
0.115,1
0.11525,1
0.1155,1
0.11575,1
0.116,1
0.11625,1
0.1165,1
0.11675,1
0.117,1
0.11725,1
0.1175,1
0.11775,1
0.118,1
0.11825,1
0.1185,1
0.11875,1
0.119,1
0.11925,1
0.1195,1
0.11975,1
0.12,1
0.12025,1
0.1205,1
0.12075,1
0.121,1
0.12125,1
0.1215,1
0.12175,1
0.122,1
0.12225,1
0.1225,1
0.12275,1
0.123,1
0.12325,1
0.1235,1
0.12375,1
0.124,1
0.12425,1
0.1245,1
0.12475,1
0.125,1
0.12525,1
0.1255,1
0.12575,1
0.126,1
0.12625,1
0.1265,1
0.12675,1
0.127,1
0.12725,1
0.1275,1
0.12775,1
0.128,1
0.12825,1
0.1285,1
0.12875,1
0.129,1
0.12925,1
0.1295,1
0.12975,1
0.13,1
0.13025,1
0.1305,1
0.13075,1
0.131,1
0.13125,1
0.1315,1
0.13175,1
0.132,1
0.13225,1
0.1325,1
0.13275,1
0.133,1
0.13325,1
0.1335,1
0.13375,1
0.134,1
0.13425,1
0.1345,1
0.13475,1
0.135,1
0.13525,1
0.1355,1
0.13575,1
0.136,1
0.13625,1
0.1365,1
0.13675,1
0.137,1
0.13725,1
0.1375,1
0.13775,1
0.138,1
0.13825,1
0.1385,1
0.13875,1
0.139,1
0.13925,1
0.1395,1
0.13975,1
0.14,1
0.14025,1
0.1405,1
0.14075,1
0.141,1
0.14125,1
0.1415,1
0.14175,1
0.142,1
0.14225,1
0.1425,1
0.14275,1
0.143,1
0.14325,1
0.1435,1
0.14375,1
0.144,1
0.14425,1
0.1445,1
0.14475,1
0.145,1
0.14525,1
0.1455,1
0.14575,1
0.146,1
0.14625,1
0.1465,1
0.14675,1
0.147,1
0.14725,1
0.1475,1
0.14775,1
0.148,1
0.14825,1
0.1485,1
0.14875,1
0.149,1
0.14925,1
0.1495,1
0.14975,1
0.15,1
0.15025,1
0.1505,1
0.15075,1
0.151,1
0.15125,1
0.1515,1
0.15175,1
0.152,1
0.15225,1
0.1525,1
0.15275,1
0.153,1
0.15325,1
0.1535,1
0.15375,1
0.154,1
0.15425,1
0.1545,1
0.15475,1
0.155,1
0.15525,1
0.1555,1
0.15575,1
0.156,1
0.15625,1
0.1565,1
0.15675,1
0.157,1
0.15725,1
0.1575,1
0.15775,1
0.158,1
0.15825,1
0.1585,1
0.15875,1
0.159,1
0.15925,1
0.1595,1
0.15975,1
0.16,1
0.16025,1
0.1605,1
0.16075,1
0.161,1
0.16125,1
0.1615,1
0.16175,1
0.162,1
0.16225,1
0.1625,1
0.16275,1
0.163,1
0.16325,1
0.1635,1
0.16375,1
0.164,1
0.16425,1
0.1645,1
0.16475,1
0.165,1
0.16525,1
0.1655,1
0.16575,1
0.166,1
0.16625,1
0.1665,1
0.16675,1
0.167,1
0.16725,1
0.1675,1
0.16775,1
0.168,1
0.16825,1
0.1685,1
0.16875,1
0.169,1
0.16925,1
0.1695,1
0.16975,1
0.17,1
0.17025,1
0.1705,1
0.17075,1
0.171,1
0.17125,1
0.1715,1
0.17175,1
0.172,1
0.17225,1
0.1725,1
0.17275,1
0.173,1
0.17325,1
0.1735,1
0.17375,1
0.174,1
0.17425,1
0.1745,1
0.17475,1
0.175,1
0.17525,1
0.1755,1
0.17575,1
0.176,1
0.17625,1
0.1765,1
0.17675,1
0.177,1
0.17725,1
0.1775,1
0.17775,1
0.178,1
0.17825,1
0.1785,1
0.17875,1
0.179,1
0.17925,1
0.1795,1
0.17975,1
0.18,1
0.18025,1
0.1805,1
0.18075,1
0.181,1
0.18125,1
0.1815,1
0.18175,1
0.182,1
0.18225,1
0.1825,1
0.18275,1
0.183,1
0.18325,1
0.1835,1
0.18375,1
0.184,1
0.18425,1
0.1845,1
0.18475,1
0.185,1
0.18525,1
0.1855,1
0.18575,1
0.186,1
0.18625,1
0.1865,1
0.18675,1
0.187,1
0.18725,1
0.1875,1
0.18775,1
0.188,1
0.18825,1
0.1885,1
0.18875,1
0.189,1
0.18925,1
0.1895,1
0.18975,1
0.19,1
0.19025,1
0.1905,1
0.19075,1
0.191,1
0.19125,1
0.1915,1
0.19175,1
0.192,1
0.19225,1
0.1925,1
0.19275,1
0.193,1
0.19325,1
0.1935,1
0.19375,1
0.194,1
0.19425,1
0.1945,1
0.19475,1
0.195,1
0.19525,1
0.1955,1
0.19575,1
0.196,1
0.19625,1
0.1965,1
0.19675,1
0.197,1
0.19725,1
0.1975,1
0.19775,1
0.198,1
0.19825,1
0.1985,1
0.19875,1
0.199,1
0.19925,1
0.1995,1
0.19975,1
0.2,1
0.20025,1
0.2005,1
0.20075,1
0.201,1
0.20125,1
0.2015,1
0.20175,1
0.202,1
0.20225,1
0.2025,1
0.20275,1
0.203,1
0.20325,1
0.2035,1
0.20375,1
0.204,1
0.20425,1
0.2045,1
0.20475,1
0.205,1
0.20525,1
0.2055,1
0.20575,1
0.206,1
0.20625,1
0.2065,1
0.20675,1
0.207,1
0.20725,1
0.2075,1
0.20775,1
0.208,1
0.20825,1
0.2085,1
0.20875,1
0.209,1
0.20925,1
0.2095,1
0.20975,1
0.21,1
0.21025,1
0.2105,1
0.21075,1
0.211,1
0.21125,1
0.2115,1
0.21175,1
0.212,1
0.21225,1
0.2125,1
0.21275,1
0.213,1
0.21325,1
0.2135,1
0.21375,1
0.214,1
0.21425,1
0.2145,1
0.21475,1
0.215,1
0.21525,1
0.2155,1
0.21575,1
0.216,1
0.21625,1
0.2165,1
0.21675,1
0.217,1
0.21725,1
0.2175,1
0.21775,1
0.218,1
0.21825,1
0.2185,1
0.21875,1
0.219,1
0.21925,1
0.2195,1
0.21975,1
0.22,1
0.22025,1
0.2205,1
0.22075,1
0.221,1
0.22125,1
0.2215,1
0.22175,1
0.222,1
0.22225,1
0.2225,1
0.22275,1
0.223,1
0.22325,1
0.2235,1
0.22375,1
0.224,1
0.22425,1
0.2245,1
0.22475,1
0.225,1
0.22525,1
0.2255,1
0.22575,1
0.226,1
0.22625,1
0.2265,1
0.22675,1
0.227,1
0.22725,1
0.2275,1
0.22775,1
0.228,1
0.22825,1
0.2285,1
0.22875,1
0.229,1
0.22925,1
0.2295,1
0.22975,1
0.23,1
0.23025,1
0.2305,1
0.23075,1
0.231,1
0.23125,1
0.2315,1
0.23175,1
0.232,1
0.23225,1
0.2325,1
0.23275,1
0.233,1
0.23325,1
0.2335,1
0.23375,1
0.234,1
0.23425,1
0.2345,1
0.23475,1
0.235,1
0.23525,1
0.2355,1
0.23575,1
0.236,1
0.23625,1
0.2365,1
0.23675,1
0.237,1
0.23725,1
0.2375,1
0.23775,1
0.238,1
0.23825,1
0.2385,1
0.23875,1
0.239,1
0.23925,1
0.2395,1
0.23975,1
0.24,1
0.24025,1
0.2405,1
0.24075,1
0.241,1
0.24125,1
0.2415,1
0.24175,1
0.242,1
0.24225,1
0.2425,1
0.24275,1
0.243,1
0.24325,1
0.2435,1
0.24375,1
0.244,1
0.24425,1
0.2445,1
0.24475,1
0.245,1
0.24525,1
0.2455,1
0.24575,1
0.246,1
0.24625,1
0.2465,1
0.24675,1
0.247,1
0.24725,1
0.2475,1
0.24775,1
0.248,1
0.24825,1
0.2485,1
0.24875,1
0.249,1
0.24925,1
0.2495,1
0.24975,1
0.25,1
0.25025,1
0.2505,1
0.25075,1
0.251,1
0.25125,1
0.2515,1
0.25175,1
0.252,1
0.25225,1
0.2525,1
0.25275,1
0.253,1
0.25325,1
0.2535,1
0.25375,1
0.254,1
0.25425,1
0.2545,1
0.25475,1
0.255,1
0.25525,1
0.2555,1
0.25575,1
0.256,1
0.25625,1
0.2565,1
0.25675,1
0.257,1
0.25725,1
0.2575,1
0.25775,1
0.258,1
0.25825,1
0.2585,1
0.25875,1
0.259,1
0.25925,1
0.2595,1
0.25975,1
0.26,1
0.26025,1
0.2605,1
0.26075,1
0.261,1
0.26125,1
0.2615,1
0.26175,1
0.262,1
0.26225,1
0.2625,1
0.26275,1
0.263,1
0.26325,1
0.2635,1
0.26375,1
0.264,1
0.26425,1
0.2645,1
0.26475,1
0.265,1
0.26525,1
0.2655,1
0.26575,1
0.266,1
0.26625,1
0.2665,1
0.26675,1
0.267,1
0.26725,1
0.2675,1
0.26775,1
0.268,1
0.26825,1
0.2685,1
0.26875,1
0.269,1
0.26925,1
0.2695,1
0.26975,1
0.27,1
0.27025,1
0.2705,1
0.27075,1
0.271,1
0.27125,1
0.2715,1
0.27175,1
0.272,1
0.27225,1
0.2725,1
0.27275,1
0.273,1
0.27325,1
0.2735,1
0.27375,1
0.274,1
0.27425,1
0.2745,1
0.27475,1
0.275,1
0.27525,1
0.2755,1
0.27575,1
0.276,1
0.27625,1
0.2765,1
0.27675,1
0.277,1
0.27725,1
0.2775,1
0.27775,1
0.278,1
0.27825,1
0.2785,1
0.27875,1
0.279,1
0.27925,1
0.2795,1
0.27975,1
0.28,1
0.28025,1
0.2805,1
0.28075,1
0.281,1
0.28125,1
0.2815,1
0.28175,1
0.282,1
0.28225,1
0.2825,1
0.28275,1
0.283,1
0.28325,1
0.2835,1
0.28375,1
0.284,1
0.28425,1
0.2845,1
0.28475,1
0.285,1
0.28525,1
0.2855,1
0.28575,1
0.286,1
0.28625,1
0.2865,1
0.28675,1
0.287,1
0.28725,1
0.2875,1
0.28775,1
0.288,1
0.28825,1
0.2885,1
0.28875,1
0.289,1
0.28925,1
0.2895,1
0.28975,1
0.29,1
0.29025,1
0.2905,1
0.29075,1
0.291,1
0.29125,1
0.2915,1
0.29175,1
0.292,1
0.29225,1
0.2925,1
0.29275,1
0.293,1
0.29325,1
0.2935,1
0.29375,1
0.294,1
0.29425,1
0.2945,1
0.29475,1
0.295,1
0.29525,1
0.2955,1
0.29575,1
0.296,1
0.29625,1
0.2965,1
0.29675,1
0.297,1
0.29725,1
0.2975,1
0.29775,1
0.298,1
0.29825,1
0.2985,1
0.29875,1
0.299,1
0.29925,1
0.2995,1
0.29975,1
0.3,1
0.30025,1
0.3005,1
0.30075,1
0.301,1
0.30125,1
0.3015,1
0.30175,1
0.302,1
0.30225,1
0.3025,1
0.30275,1
0.303,1
0.30325,1
0.3035,1
0.30375,1
0.304,1
0.30425,1
0.3045,1
0.30475,1
0.305,1
0.30525,1
0.3055,1
0.30575,1
0.306,1
0.30625,1
0.3065,1
0.30675,1
0.307,1
0.30725,1
0.3075,1
0.30775,1
0.308,1
0.30825,1
0.3085,1
0.30875,1
0.309,1
0.30925,1
0.3095,1
0.30975,1
0.31,1
0.31025,1
0.3105,1
0.31075,1
0.311,1
0.31125,1
0.3115,1
0.31175,1
0.312,1
0.31225,1
0.3125,1
0.31275,1
0.313,1
0.31325,1
0.3135,1
0.31375,1
0.314,1
0.31425,1
0.3145,1
0.31475,1
0.315,1
0.31525,1
0.3155,1
0.31575,1
0.316,1
0.31625,1
0.3165,1
0.31675,1
0.317,1
0.31725,1
0.3175,1
0.31775,1
0.318,1
0.31825,1
0.3185,1
0.31875,1
0.319,1
0.31925,1
0.3195,1
0.31975,1
0.32,1
0.32025,1
0.3205,1
0.32075,1
0.321,1
0.32125,1
0.3215,1
0.32175,1
0.322,1
0.32225,1
0.3225,1
0.32275,1
0.323,1
0.32325,1
0.3235,1
0.32375,1
0.324,1
0.32425,1
0.3245,1
0.32475,1
0.325,1
0.32525,1
0.3255,1
0.32575,1
0.326,1
0.32625,1
0.3265,1
0.32675,1
0.327,1
0.32725,1
0.3275,1
0.32775,1
0.328,1
0.32825,1
0.3285,1
0.32875,1
0.329,1
0.32925,1
0.3295,1
0.32975,1
0.33,1
0.33025,1
0.3305,1
0.33075,1
0.331,1
0.33125,1
0.3315,1
0.33175,1
0.332,1
0.33225,1
0.3325,1
0.33275,1
0.333,1
0.33325,1
0.3335,1
0.33375,1
0.334,1
0.33425,1
0.3345,1
0.33475,1
0.335,1
0.33525,1
0.3355,1
0.33575,1
0.336,1
0.33625,1
0.3365,1
0.33675,1
0.337,1
0.33725,1
0.3375,1
0.33775,1
0.338,1
0.33825,1
0.3385,1
0.33875,1
0.339,1
0.33925,1
0.3395,1
0.33975,1
0.34,1
0.34025,1
0.3405,1
0.34075,1
0.341,1
0.34125,1
0.3415,1
0.34175,1
0.342,1
0.34225,1
0.3425,1
0.34275,1
0.343,1
0.34325,1
0.3435,1
0.34375,1
0.344,1
0.34425,1
0.3445,1
0.34475,1
0.345,1
0.34525,1
0.3455,1
0.34575,1
0.346,1
0.34625,1
0.3465,1
0.34675,1
0.347,1
0.34725,1
0.3475,1
0.34775,1
0.348,1
0.34825,1
0.3485,1
0.34875,1
0.349,1
0.34925,1
0.3495,1
0.34975,1
0.35,1
0.35025,1
0.3505,1
0.35075,1
0.351,1
0.35125,1
0.3515,1
0.35175,1
0.352,1
0.35225,1
0.3525,1
0.35275,1
0.353,1
0.35325,1
0.3535,1
0.35375,1
0.354,1
0.35425,1
0.3545,1
0.35475,1
0.355,1
0.35525,1
0.3555,1
0.35575,1
0.356,1
0.35625,1
0.3565,1
0.35675,1
0.357,1
0.35725,1
0.3575,1
0.35775,1
0.358,1
0.35825,1
0.3585,1
0.35875,1
0.359,1
0.35925,1
0.3595,1
0.35975,1
0.36,1
0.36025,1
0.3605,1
0.36075,1
0.361,1
0.36125,1
0.3615,1
0.36175,1
0.362,1
0.36225,1
0.3625,1
0.36275,1
0.363,1
0.36325,1
0.3635,1
0.36375,1
0.364,1
0.36425,1
0.3645,1
0.36475,1
0.365,1
0.36525,1
0.3655,1
0.36575,1
0.366,1
0.36625,1
0.3665,1
0.36675,1
0.367,1
0.36725,1
0.3675,1
0.36775,1
0.368,1
0.36825,1
0.3685,1
0.36875,1
0.369,1
0.36925,1
0.3695,1
0.36975,1
0.37,1
0.37025,1
0.3705,1
0.37075,1
0.371,1
0.37125,1
0.3715,1
0.37175,1
0.372,1
0.37225,1
0.3725,1
0.37275,1
0.373,1
0.37325,1
0.3735,1
0.37375,1
0.374,1
0.37425,1
0.3745,1
0.37475,1
0.375,1
0.37525,1
0.3755,1
0.37575,1
0.376,1
0.37625,1
0.3765,1
0.37675,1
0.377,1
0.37725,1
0.3775,1
0.37775,1
0.378,1
0.37825,1
0.3785,1
0.37875,1
0.379,1
0.37925,1
0.3795,1
0.37975,1
0.38,1
0.38025,1
0.3805,1
0.38075,1
0.381,1
0.38125,1
0.3815,1
0.38175,1
0.382,1
0.38225,1
0.3825,1
0.38275,1
0.383,1
0.38325,1
0.3835,1
0.38375,1
0.384,1
0.38425,1
0.3845,1
0.38475,1
0.385,1
0.38525,1
0.3855,1
0.38575,1
0.386,1
0.38625,1
0.3865,1
0.38675,1
0.387,1
0.38725,1
0.3875,1
0.38775,1
0.388,1
0.38825,1
0.3885,1
0.38875,1
0.389,1
0.38925,1
0.3895,1
0.38975,1
0.39,1
0.39025,1
0.3905,1
0.39075,1
0.391,1
0.39125,1
0.3915,1
0.39175,1
0.392,1
0.39225,1
0.3925,1
0.39275,1
0.393,1
0.39325,1
0.3935,1
0.39375,1
0.394,1
0.39425,1
0.3945,1
0.39475,1
0.395,1
0.39525,1
0.3955,1
0.39575,1
0.396,1
0.39625,1
0.3965,1
0.39675,1
0.397,1
0.39725,1
0.3975,1
0.39775,1
0.398,1
0.39825,1
0.3985,1
0.39875,1
0.399,1
0.39925,1
0.3995,1
0.39975,1
0.4,1
0.40025,1
0.4005,1
0.40075,1
0.401,1
0.40125,1
0.4015,1
0.40175,1
0.402,1
0.40225,1
0.4025,1
0.40275,1
0.403,1
0.40325,1
0.4035,1
0.40375,1
0.404,1
0.40425,1
0.4045,1
0.40475,1
0.405,1
0.40525,1
0.4055,1
0.40575,1
0.406,1
0.40625,1
0.4065,1
0.40675,1
0.407,1
0.40725,1
0.4075,1
0.40775,1
0.408,1
0.40825,1
0.4085,1
0.40875,1
0.409,1
0.40925,1
0.4095,1
0.40975,1
0.41,1
0.41025,1
0.4105,1
0.41075,1
0.411,1
0.41125,1
0.4115,1
0.41175,1
0.412,1
0.41225,1
0.4125,1
0.41275,1
0.413,1
0.41325,1
0.4135,1
0.41375,1
0.414,1
0.41425,1
0.4145,1
0.41475,1
0.415,1
0.41525,1
0.4155,1
0.41575,1
0.416,1
0.41625,1
0.4165,1
0.41675,1
0.417,1
0.41725,1
0.4175,1
0.41775,1
0.418,1
0.41825,1
0.4185,1
0.41875,1
0.419,1
0.41925,1
0.4195,1
0.41975,1
0.42,1
0.42025,1
0.4205,1
0.42075,1
0.421,1
0.42125,1
0.4215,1
0.42175,1
0.422,1
0.42225,1
0.4225,1
0.42275,1
0.423,1
0.42325,1
0.4235,1
0.42375,1
0.424,1
0.42425,1
0.4245,1
0.42475,1
0.425,1
0.42525,1
0.4255,1
0.42575,1
0.426,1
0.42625,1
0.4265,1
0.42675,1
0.427,1
0.42725,1
0.4275,1
0.42775,1
0.428,1
0.42825,1
0.4285,1
0.42875,1
0.429,1
0.42925,1
0.4295,1
0.42975,1
0.43,1
0.43025,1
0.4305,1
0.43075,1
0.431,1
0.43125,1
0.4315,1
0.43175,1
0.432,1
0.43225,1
0.4325,1
0.43275,1
0.433,1
0.43325,1
0.4335,1
0.43375,1
0.434,1
0.43425,1
0.4345,1
0.43475,1
0.435,1
0.43525,1
0.4355,1
0.43575,1
0.436,1
0.43625,1
0.4365,1
0.43675,1
0.437,1
0.43725,1
0.4375,1
0.43775,1
0.438,1
0.43825,1
0.4385,1
0.43875,1
0.439,1
0.43925,1
0.4395,1
0.43975,1
0.44,1
0.44025,1
0.4405,1
0.44075,1
0.441,1
0.44125,1
0.4415,1
0.44175,1
0.442,1
0.44225,1
0.4425,1
0.44275,1
0.443,1
0.44325,1
0.4435,1
0.44375,1
0.444,1
0.44425,1
0.4445,1
0.44475,1
0.445,1
0.44525,1
0.4455,1
0.44575,1
0.446,1
0.44625,1
0.4465,1
0.44675,1
0.447,1
0.44725,1
0.4475,1
0.44775,1
0.448,1
0.44825,1
0.4485,1
0.44875,1
0.449,1
0.44925,1
0.4495,1
0.44975,1
0.45,1
0.45025,1
0.4505,1
0.45075,1
0.451,1
0.45125,1
0.4515,1
0.45175,1
0.452,1
0.45225,1
0.4525,1
0.45275,1
0.453,1
0.45325,1
0.4535,1
0.45375,1
0.454,1
0.45425,1
0.4545,1
0.45475,1
0.455,1
0.45525,1
0.4555,1
0.45575,1
0.456,1
0.45625,1
0.4565,1
0.45675,1
0.457,1
0.45725,1
0.4575,1
0.45775,1
0.458,1
0.45825,1
0.4585,1
0.45875,1
0.459,1
0.45925,1
0.4595,1
0.45975,1
0.46,1
0.46025,1
0.4605,1
0.46075,1
0.461,1
0.46125,1
0.4615,1
0.46175,1
0.462,1
0.46225,1
0.4625,1
0.46275,1
0.463,1
0.46325,1
0.4635,1
0.46375,1
0.464,1
0.46425,1
0.4645,1
0.46475,1
0.465,1
0.46525,1
0.4655,1
0.46575,1
0.466,1
0.46625,1
0.4665,1
0.46675,1
0.467,1
0.46725,1
0.4675,1
0.46775,1
0.468,1
0.46825,1
0.4685,1
0.46875,1
0.469,1
0.46925,1
0.4695,1
0.46975,1
0.47,1
0.47025,1
0.4705,1
0.47075,1
0.471,1
0.47125,1
0.4715,1
0.47175,1
0.472,1
0.47225,1
0.4725,1
0.47275,1
0.473,1
0.47325,1
0.4735,1
0.47375,1
0.474,1
0.47425,1
0.4745,1
0.47475,1
0.475,1
0.47525,1
0.4755,1
0.47575,1
0.476,1
0.47625,1
0.4765,1
0.47675,1
0.477,1
0.47725,1
0.4775,1
0.47775,1
0.478,1
0.47825,1
0.4785,1
0.47875,1
0.479,1
0.47925,1
0.4795,1
0.47975,1
0.48,1
0.48025,1
0.4805,1
0.48075,1
0.481,1
0.48125,1
0.4815,1
0.48175,1
0.482,1
0.48225,1
0.4825,1
0.48275,1
0.483,1
0.48325,1
0.4835,1
0.48375,1
0.484,1
0.48425,1
0.4845,1
0.48475,1
0.485,1
0.48525,1
0.4855,1
0.48575,1
0.486,1
0.48625,1
0.4865,1
0.48675,1
0.487,1
0.48725,1
0.4875,1
0.48775,1
0.488,1
0.48825,1
0.4885,1
0.48875,1
0.489,1
0.48925,1
0.4895,1
0.48975,1
0.49,1
0.49025,1
0.4905,1
0.49075,1
0.491,1
0.49125,1
0.4915,1
0.49175,1
0.492,1
0.49225,1
0.4925,1
0.49275,1
0.493,1
0.49325,1
0.4935,1
0.49375,1
0.494,1
0.49425,1
0.4945,1
0.49475,1
0.495,1
0.49525,1
0.4955,1
0.49575,1
0.496,1
0.49625,1
0.4965,1
0.49675,1
0.497,1
0.49725,1
0.4975,1
0.49775,1
0.498,1
0.49825,1
0.4985,1
0.49875,1
0.499,1
0.49925,1
0.4995,1
0.49975,1
0.5,1
0.50025,1
0.5005,1
0.50075,1
0.501,1
0.50125,1
0.5015,1
0.50175,1
0.502,1
0.50225,1
0.5025,1
0.50275,1
0.503,1
0.50325,1
0.5035,1
0.50375,1
0.504,1
0.50425,1
0.5045,1
0.50475,1
0.505,1
0.50525,1
0.5055,1
0.50575,1
0.506,1
0.50625,1
0.5065,1
0.50675,1
0.507,1
0.50725,1
0.5075,1
0.50775,1
0.508,1
0.50825,1
0.5085,1
0.50875,1
0.509,1
0.50925,1
0.5095,1
0.50975,1
0.51,1
0.51025,1
0.5105,1
0.51075,1
0.511,1
0.51125,1
0.5115,1
0.51175,1
0.512,1
0.51225,1
0.5125,1
0.51275,1
0.513,1
0.51325,1
0.5135,1
0.51375,1
0.514,1
0.51425,1
0.5145,1
0.51475,1
0.515,1
0.51525,1
0.5155,1
0.51575,1
0.516,1
0.51625,1
0.5165,1
0.51675,1
0.517,1
0.51725,1
0.5175,1
