Time [s],Damage
0.04300,0
0.04325,0
0.04350,0
0.04375,0
0.04400,0
0.04425,0
0.04450,0
0.04475,0
0.04500,0
0.04525,0
0.04550,0
0.04575,0
0.04600,0
0.04625,0
0.04650,0
0.04675,0
0.04700,0
0.04725,0
0.04750,0
0.04775,0
0.04800,0
0.04825,0
0.04850,0
0.04875,0
0.04900,0
0.04925,0
0.04950,0
0.04975,0
0.05000,0
0.05025,0
0.05050,0
0.05075,0
0.05100,0
0.05125,0
0.05150,0
0.05175,0
0.05200,0
0.05225,0
0.05250,0
0.05275,0
0.05300,0
0.05325,0
0.05350,0
0.05375,0
0.05400,0
0.05425,0
0.05450,0
0.05475,0
0.05500,0
0.05525,0
0.05550,0
0.05575,0
0.05600,0
0.05625,0
0.05650,0
0.05675,0
0.05700,0
0.05725,0
0.05750,0
0.05775,0
0.05800,0
0.05825,0
0.05850,0
0.05875,0
0.05900,0
0.05925,0
0.05950,0
0.05975,0
0.06000,0
0.06025,0
0.06050,0
0.06075,0
0.06100,0
0.06125,0
0.06150,0
0.06175,0
0.06200,0
0.06225,0
0.06250,0
0.06275,0
0.06300,0
0.06325,0
0.06350,0
0.06375,0
0.06400,0
0.06425,0
0.06450,0
0.06475,0
0.06500,0
0.06525,0
0.06550,0
0.06575,0
0.06600,0
0.06625,0
0.06650,0
0.06675,0
0.06700,0
0.06725,0
0.06750,0
0.06775,0
0.06800,0
0.06825,0
0.06850,0
0.06875,0
0.06900,0
0.06925,0
0.06950,0
0.06975,0
0.07000,0
0.07025,0
0.07050,0
0.07075,0
0.07100,0
0.07125,0
0.07150,0
0.07175,0
0.07200,0
0.07225,0
0.07250,0
0.07275,0
0.07300,0
0.07325,0
0.07350,0
0.07375,0
0.07400,0
0.07425,0
0.07450,0
0.07475,0
0.07500,0
0.07525,0
0.07550,0
0.07575,0
0.07600,0
0.07625,0
0.07650,0
0.07675,0
0.07700,0
0.07725,0
0.07750,0
0.07775,0
0.07800,0
0.07825,0
0.07850,0
0.07875,0
0.07900,0
0.07925,0
0.07950,0
0.07975,0
0.08000,0
0.08025,0
0.08050,0
0.08075,0
0.08100,0
0.08125,0
0.08150,0
0.08175,0
0.08200,0
0.08225,0
0.08250,0
0.08275,0
0.08300,0
0.08325,0
0.08350,0
0.08375,0
0.08400,0
0.08425,0
0.08450,0
0.08475,0
0.08500,0
0.08525,0
0.08550,0
0.08575,0
0.08600,0
0.08625,0
0.08650,0
0.08675,0
0.08700,0
0.08725,0
0.08750,0
0.08775,0
0.08800,0
0.08825,0
0.08850,0
0.08875,0
0.08900,0
0.08925,0
0.08950,0
0.08975,0
0.09000,0
0.09025,0
0.09050,0
0.09075,0
0.09100,0
0.09125,0
0.09150,0
0.09175,0
0.09200,0
0.09225,0
0.09250,0
0.09275,0
0.09300,0
0.09325,0
0.09350,0
0.09375,0
0.09400,0
0.09425,0
0.09450,0
0.09475,0
0.09500,0
0.09525,0
0.09550,0
0.09575,0
0.09600,0
0.09625,0
0.09650,0
0.09675,0
0.09700,0
0.09725,0
0.09750,0
0.09775,0
0.09800,0
0.09825,0
0.09850,0
0.09875,0
0.09900,0
0.09925,0
0.09950,0
0.09975,0
0.10000,0
0.10025,0
0.10050,0
0.10075,0
0.10100,0
0.10125,0
0.10150,0
0.10175,0
0.10200,0
0.10225,0
0.10250,0
0.10275,0
0.10300,0
0.10325,0
0.10350,0
0.10375,0
0.10400,0
0.10425,0
0.10450,0
0.10475,0
0.10500,0
0.10525,0
0.10550,0
0.10575,0
0.10600,0
0.10625,0
0.10650,0
0.10675,0
0.10700,0
0.10725,0
0.10750,0
0.10775,0
0.10800,0
0.10825,0
0.10850,0
0.10875,0
0.10900,0
0.10925,0
0.10950,0
0.10975,0
0.11000,0
0.11025,0
0.11050,0
0.11075,0
0.11100,0
0.11125,0
0.11150,0
0.11175,0
0.11200,0
0.11225,0
0.11250,0
0.11275,0
0.11300,0
0.11325,0
0.11350,0
0.11375,0
0.11400,0
0.11425,0
0.11450,0
0.11475,0
0.11500,0
0.11525,0
0.11550,0
0.11575,0
0.11600,0
0.11625,0
0.11650,0
0.11675,0
0.11700,0
0.11725,0
0.11750,0
0.11775,0
0.11800,0
0.11825,0
0.11850,0
0.11875,0
0.11900,0
0.11925,0
0.11950,0
0.11975,0
0.12000,0
0.12025,0
0.12050,0
0.12075,0
0.12100,0
0.12125,0
0.12150,0
0.12175,0
0.12200,0
0.12225,0
0.12250,0
0.12275,0
0.12300,0
0.12325,0
0.12350,0
0.12375,0
0.12400,0
0.12425,0
0.12450,0
0.12475,0
0.12500,0
0.12525,0
0.12550,0
0.12575,0
0.12600,0
0.12625,0
0.12650,0
0.12675,0
0.12700,0
0.12725,0
0.12750,0
0.12775,0
0.12800,0
0.12825,0
0.12850,0
0.12875,0
0.12900,0
0.12925,0
0.12950,0
0.12975,0
0.13000,0
0.13025,0
0.13050,0
0.13075,0
0.13100,0
0.13125,0
0.13150,0
0.13175,0
0.13200,0
0.13225,0
0.13250,0
0.13275,0
0.13300,0
0.13325,0
0.13350,0
0.13375,0
0.13400,0
0.13425,0
0.13450,0
0.13475,0
0.13500,0
0.13525,0
0.13550,0
0.13575,0
0.13600,0
0.13625,0
0.13650,0
0.13675,0
0.13700,0
0.13725,0
0.13750,0
0.13775,0
0.13800,0
0.13825,0
0.13850,0
0.13875,0
0.13900,0
0.13925,0
0.13950,0
0.13975,0
0.14000,0
0.14025,0
0.14050,0
0.14075,0
0.14100,0
0.14125,0
0.14150,0
0.14175,0
0.14200,0
0.14225,0
0.14250,0
0.14275,0
0.14300,0
0.14325,0
0.14350,0
0.14375,0
0.14400,0
0.14425,0
0.14450,0
0.14475,0
0.14500,0
0.14525,0
0.14550,0
0.14575,0
0.14600,0
0.14625,0
0.14650,0
0.14675,0
0.14700,0
0.14725,0
0.14750,0
0.14775,0
0.14800,0
0.14825,0
0.14850,0
0.14875,0
0.14900,0
0.14925,0
0.14950,0
0.14975,0
0.15000,0
0.15025,0
0.15050,0
0.15075,0
0.15100,0
0.15125,0
0.15150,0
0.15175,0
0.15200,0
0.15225,0
0.15250,0
0.15275,0
0.15300,0
0.15325,0
0.15350,0
0.15375,0
0.15400,0
0.15425,0
0.15450,0
0.15475,0
0.15500,0
0.15525,0
0.15550,0
0.15575,0
0.15600,0
0.15625,0
0.15650,0
0.15675,0
0.15700,0
0.15725,0
0.15750,0
0.15775,0
0.15800,0
0.15825,0
0.15850,0
0.15875,0
0.15900,0
0.15925,0
0.15950,0
0.15975,0
0.16000,0
0.16025,0
0.16050,0
0.16075,0
0.16100,0
0.16125,0
0.16150,0
0.16175,0
0.16200,0
0.16225,0
0.16250,0
0.16275,0
0.16300,0
0.16325,0
0.16350,0
0.16375,0
0.16400,0
0.16425,0
0.16450,0
0.16475,0
0.16500,0
0.16525,0
0.16550,0
0.16575,0
0.16600,0
0.16625,0
0.16650,0
0.16675,0
0.16700,0
0.16725,0
0.16750,0
0.16775,0
0.16800,0
0.16825,0
0.16850,0
0.16875,0
0.16900,0
0.16925,0
0.16950,0
0.16975,0
0.17000,0
0.17025,0
0.17050,0
0.17075,0
0.17100,0
0.17125,0
0.17150,0
0.17175,0
0.17200,0
0.17225,0
0.17250,0
0.17275,0
0.17300,0
0.17325,0
0.17350,0
0.17375,0
0.17400,0
0.17425,0
0.17450,0
0.17475,0
0.17500,0
0.17525,0
0.17550,0
0.17575,0
0.17600,0
0.17625,0
0.17650,0
0.17675,0
0.17700,0
0.17725,0
0.17750,0
0.17775,0
0.17800,0
0.17825,0
0.17850,0
0.17875,0
0.17900,0
0.17925,0
0.17950,0
0.17975,0
0.18000,0
0.18025,0
0.18050,0
0.18075,0
0.18100,0
0.18125,0
0.18150,0
0.18175,0
0.18200,0
0.18225,0
0.18250,0
0.18275,0
0.18300,0
0.18325,0
0.18350,0
0.18375,0
0.18400,0
0.18425,0
0.18450,0
0.18475,0
0.18500,0
0.18525,0
0.18550,0
0.18575,0
0.18600,0
0.18625,0
0.18650,0
0.18675,0
0.18700,0
0.18725,0
0.18750,0
0.18775,0
0.18800,0
0.18825,0
0.18850,0
0.18875,0
0.18900,0
0.18925,0
0.18950,0
0.18975,0
0.19000,0
0.19025,0
0.19050,0
0.19075,0
0.19100,0
0.19125,0
0.19150,0
0.19175,0
0.19200,0
0.19225,0
0.19250,0
0.19275,0
0.19300,0
0.19325,0
0.19350,0
0.19375,0
0.19400,0
0.19425,0
0.19450,0
0.19475,0
0.19500,0
0.19525,0
0.19550,0
0.19575,0
0.19600,0
0.19625,0
0.19650,0
0.19675,0
0.19700,0
0.19725,0
0.19750,0
0.19775,0
0.19800,0
0.19825,0
0.19850,0
0.19875,0
0.19900,0
0.19925,0
0.19950,0
0.19975,0
0.20000,0
0.20025,0
0.20050,0
0.20075,0
0.20100,0
0.20125,0
0.20150,0
0.20175,0
0.20200,0
0.20225,0
0.20250,0
0.20275,0
0.20300,0
0.20325,0
0.20350,0
0.20375,0
0.20400,0
0.20425,0
0.20450,0
0.20475,0
0.20500,0
0.20525,0
0.20550,0
0.20575,0
0.20600,0
0.20625,0
0.20650,0
0.20675,0
0.20700,0
0.20725,0
0.20750,0
0.20775,0
0.20800,0
0.20825,0
0.20850,0
0.20875,0
0.20900,0
0.20925,0
0.20950,0
0.20975,0
0.21000,0
0.21025,0
0.21050,0
0.21075,0
0.21100,0
0.21125,0
0.21150,0
0.21175,0
0.21200,0
0.21225,0
0.21250,0
0.21275,0
0.21300,0
0.21325,0
0.21350,0
0.21375,0
0.21400,0
0.21425,0
0.21450,0
0.21475,0
0.21500,0
0.21525,0
0.21550,0
0.21575,0
0.21600,0
0.21625,0
0.21650,0
0.21675,0
0.21700,0
0.21725,0
0.21750,0
0.21775,0
0.21800,0
0.21825,0
0.21850,0
0.21875,0
0.21900,0
0.21925,0
0.21950,0
0.21975,0
0.22000,0
0.22025,0
0.22050,0
0.22075,0
0.22100,0
0.22125,0
0.22150,0
0.22175,0
0.22200,0
0.22225,0
0.22250,0
0.22275,0
0.22300,0
0.22325,0
0.22350,0
0.22375,0
0.22400,0
0.22425,0
0.22450,0
0.22475,0
0.22500,0
0.22525,0
0.22550,0
0.22575,0
0.22600,0
0.22625,0
0.22650,0
0.22675,0
0.22700,0
0.22725,0
0.22750,0
0.22775,0
0.22800,0
0.22825,0
0.22850,0
0.22875,0
0.22900,0
0.22925,0
0.22950,0
0.22975,0
0.23000,0
0.23025,0
0.23050,0
0.23075,0
0.23100,0
0.23125,0
0.23150,0
0.23175,0
0.23200,0
0.23225,0
0.23250,0
0.23275,0
0.23300,0
0.23325,0
0.23350,0
0.23375,0
0.23400,0
0.23425,0
0.23450,0
0.23475,0
0.23500,0
0.23525,0
0.23550,0
0.23575,0
0.23600,0
0.23625,0
0.23650,0
0.23675,0
0.23700,0
0.23725,0
0.23750,0
0.23775,0
0.23800,0
0.23825,0
0.23850,0
0.23875,0
0.23900,0
0.23925,0
0.23950,0
0.23975,0
0.24000,0
0.24025,0
0.24050,0
0.24075,0
0.24100,0
0.24125,0
0.24150,0
0.24175,0
0.24200,0
0.24225,0
0.24250,0
0.24275,0
0.24300,0
0.24325,0
0.24350,0
0.24375,0
0.24400,0
0.24425,0
0.24450,0
0.24475,0
0.24500,0
0.24525,0
0.24550,0
0.24575,0
0.24600,0
0.24625,0
0.24650,0
0.24675,0
0.24700,0
0.24725,0
0.24750,0
0.24775,0
0.24800,0
0.24825,0
0.24850,0
0.24875,0
0.24900,0
0.24925,0
0.24950,0
0.24975,0
0.25000,0
0.25025,0
0.25050,0
0.25075,0
0.25100,0
0.25125,0
0.25150,0
0.25175,0
0.25200,0
0.25225,0
0.25250,0
0.25275,0
0.25300,0
0.25325,0
0.25350,0
0.25375,0
0.25400,0
0.25425,0
0.25450,0
0.25475,0
0.25500,0
0.25525,0
0.25550,0
0.25575,0
0.25600,0
0.25625,0
0.25650,0
0.25675,0
0.25700,0
0.25725,0
0.25750,0
0.25775,0
0.25800,0
0.25825,0
0.25850,0
0.25875,0
0.25900,0
0.25925,0
0.25950,0
0.25975,0
0.26000,0
0.26025,0
0.26050,0
0.26075,0
0.26100,0
0.26125,0
0.26150,0
0.26175,0
0.26200,0
0.26225,0
0.26250,0
0.26275,0
0.26300,0
0.26325,0
0.26350,0
0.26375,0
0.26400,0
0.26425,0
0.26450,0
0.26475,0
0.26500,0
0.26525,0
0.26550,0
0.26575,0
0.26600,0
0.26625,0
0.26650,0
0.26675,0
0.26700,0
0.26725,0
0.26750,0
0.26775,0
0.26800,0
0.26825,0
0.26850,0
0.26875,0
0.26900,0
0.26925,0
0.26950,0
0.26975,0
0.27000,0
0.27025,0
0.27050,0
0.27075,0
0.27100,0
0.27125,0
0.27150,0
0.27175,0
0.27200,0
0.27225,0
0.27250,0
0.27275,0
0.27300,0
0.27325,0
0.27350,0
0.27375,0
0.27400,0
0.27425,0
0.27450,0
0.27475,0
0.27500,0
0.27525,0
0.27550,0
0.27575,0
0.27600,0
0.27625,0
0.27650,0
0.27675,0
0.27700,0
0.27725,0
0.27750,0
0.27775,0
0.27800,0
0.27825,0
0.27850,0
0.27875,0
0.27900,0
0.27925,0
0.27950,0
0.27975,0
0.28000,0
0.28025,0
0.28050,0
0.28075,0
0.28100,0
0.28125,0
0.28150,0
0.28175,0
0.28200,0
0.28225,0
0.28250,0
0.28275,0
0.28300,0
0.28325,0
0.28350,0
0.28375,0
0.28400,0
0.28425,0
0.28450,0
0.28475,0
0.28500,0
0.28525,0
0.28550,0
0.28575,0
0.28600,0
0.28625,0
0.28650,0
0.28675,0
0.28700,0
0.28725,0
0.28750,0
0.28775,0
0.28800,0
0.28825,0
0.28850,0
0.28875,0
0.28900,0
0.28925,0
0.28950,0
0.28975,0
0.29000,0
0.29025,0
0.29050,0
0.29075,0
0.29100,0
0.29125,0
0.29150,0
0.29175,0
0.29200,0
0.29225,0
0.29250,0
0.29275,0
0.29300,0
0.29325,0
0.29350,0
0.29375,0
0.29400,0
0.29425,0
0.29450,0
0.29475,0
0.29500,0
0.29525,0
0.29550,0
0.29575,0
0.29600,0
0.29625,0
0.29650,0
0.29675,0
0.29700,0
0.29725,0
0.29750,0
0.29775,0
0.29800,0
0.29825,0
0.29850,0
0.29875,0
0.29900,0
0.29925,0
0.29950,0
0.29975,0
0.30000,0
0.30025,0
0.30050,0
0.30075,0
0.30100,0
0.30125,0
0.30150,0
0.30175,0
0.30200,0
0.30225,0
0.30250,0
0.30275,0
0.30300,0
0.30325,0
0.30350,0
0.30375,0
0.30400,0
0.30425,0
0.30450,0
0.30475,0
0.30500,0
0.30525,0
0.30550,0
0.30575,0
0.30600,0
0.30625,0
0.30650,0
0.30675,0
0.30700,0
0.30725,0
0.30750,0
0.30775,0
0.30800,0
0.30825,0
0.30850,0
0.30875,0
0.30900,0
0.30925,0
0.30950,0
0.30975,0
0.31000,0
0.31025,0
0.31050,0
0.31075,0
0.31100,0
0.31125,0
0.31150,0
0.31175,0
0.31200,0
0.31225,0
0.31250,0
0.31275,0
0.31300,0
0.31325,0
0.31350,0
0.31375,0
0.31400,0
0.31425,0
0.31450,0
0.31475,0
0.31500,0
0.31525,0
0.31550,0
0.31575,0
0.31600,0
0.31625,0
0.31650,0
0.31675,0
0.31700,0
0.31725,0
0.31750,0
0.31775,0
0.31800,0
0.31825,0
0.31850,0
0.31875,0
0.31900,0
0.31925,0
0.31950,0
0.31975,0
0.32000,0
0.32025,0
0.32050,0
0.32075,0
0.32100,0
0.32125,0
0.32150,0
0.32175,0
0.32200,0
0.32225,0
0.32250,0
0.32275,0
0.32300,0
0.32325,0
0.32350,0
0.32375,0
0.32400,0
0.32425,0
0.32450,0
0.32475,0
0.32500,0
0.32525,0
0.32550,0
0.32575,0
0.32600,0
0.32625,0
0.32650,0
0.32675,0
0.32700,0
0.32725,0
0.32750,0
0.32775,0
0.32800,0
0.32825,0
0.32850,0
0.32875,0
0.32900,0
0.32925,0
0.32950,0
0.32975,0
0.33000,0
0.33025,0
0.33050,0
0.33075,0
0.33100,0
0.33125,0
0.33150,0
0.33175,0
0.33200,0
0.33225,0
0.33250,0
0.33275,0
0.33300,0
0.33325,0
0.33350,0
0.33375,0
0.33400,0
0.33425,0
0.33450,0
0.33475,0
0.33500,0
0.33525,0
0.33550,0
0.33575,0
0.33600,0
0.33625,0
0.33650,0
0.33675,0
0.33700,0
0.33725,0
0.33750,0
0.33775,0
0.33800,0
0.33825,0
0.33850,0
0.33875,0
0.33900,0
0.33925,0
0.33950,0
0.33975,0
0.34000,0
0.34025,0
0.34050,0
0.34075,0
0.34100,0
0.34125,0
0.34150,0
0.34175,0
0.34200,0
0.34225,0
0.34250,0
0.34275,0
0.34300,0
0.34325,0
0.34350,0
0.34375,0
0.34400,0
0.34425,0
0.34450,0
0.34475,0
0.34500,0
0.34525,0
0.34550,0
0.34575,0
0.34600,0
0.34625,0
0.34650,0
0.34675,0
0.34700,0
0.34725,0
0.34750,0
0.34775,0
0.34800,0
0.34825,0
0.34850,0
0.34875,0
0.34900,0
0.34925,0
0.34950,0
0.34975,0
0.35000,0
0.35025,0
0.35050,0
0.35075,0
0.35100,0
0.35125,0
0.35150,0
0.35175,0
0.35200,0
0.35225,0
0.35250,0
0.35275,0
0.35300,0
0.35325,0
0.35350,0
0.35375,0
0.35400,0
0.35425,0
0.35450,0
0.35475,0
0.35500,0
0.35525,0
0.35550,0
0.35575,0
0.35600,0
0.35625,0
0.35650,0
0.35675,0
0.35700,0
0.35725,0
0.35750,0
0.35775,0
0.35800,0
0.35825,0
0.35850,0
0.35875,0
0.35900,0
0.35925,0
0.35950,0
0.35975,0
0.36000,0
0.36025,0
0.36050,0
0.36075,0
0.36100,0
0.36125,0
0.36150,0
0.36175,0
0.36200,0
0.36225,0
0.36250,0
0.36275,0
0.36300,0
0.36325,0
0.36350,0
0.36375,0
0.36400,0
0.36425,0
0.36450,0
0.36475,0
0.36500,0
0.36525,0
0.36550,0
0.36575,0
0.36600,0
0.36625,0
0.36650,0
0.36675,0
0.36700,0
0.36725,0
0.36750,0
0.36775,0
0.36800,0
0.36825,0
0.36850,0
0.36875,0
0.36900,0
0.36925,0
0.36950,0
0.36975,0
0.37000,0
0.37025,0
0.37050,0
0.37075,0
0.37100,0
0.37125,0
0.37150,0
0.37175,0
0.37200,0
0.37225,0
0.37250,0
0.37275,0
0.37300,0
0.37325,0
0.37350,0
0.37375,0
0.37400,0
0.37425,0
0.37450,0
0.37475,0
0.37500,0
0.37525,0
0.37550,0
0.37575,0
0.37600,0
0.37625,0
0.37650,0
0.37675,0
0.37700,0
0.37725,0
0.37750,0
0.37775,0
0.37800,0
0.37825,0
0.37850,0
0.37875,0
0.37900,0
0.37925,0
0.37950,0
0.37975,0
0.38000,0
0.38025,0
0.38050,0
0.38075,0
0.38100,0
0.38125,0
0.38150,0
0.38175,0
0.38200,0
0.38225,0
0.38250,0
0.38275,0
0.38300,0
0.38325,0
0.38350,0
0.38375,0
0.38400,0
0.38425,0
0.38450,0
0.38475,0
0.38500,0
0.38525,0
0.38550,0
0.38575,0
0.38600,0
0.38625,0
0.38650,0
0.38675,0
0.38700,0
0.38725,0
0.38750,0
0.38775,0
0.38800,0
0.38825,0
0.38850,0
0.38875,0
0.38900,0
0.38925,0
0.38950,0
0.38975,0
0.39000,0
0.39025,0
0.39050,0
0.39075,0
0.39100,0
0.39125,0
0.39150,0
0.39175,0
0.39200,0
0.39225,0
0.39250,0
0.39275,0
0.39300,0
0.39325,0
0.39350,0
0.39375,0
0.39400,0
0.39425,0
0.39450,0
0.39475,0
0.39500,0
0.39525,0
0.39550,0
0.39575,0
0.39600,0
0.39625,0
0.39650,0
0.39675,0
0.39700,0
0.39725,0
0.39750,0
0.39775,0
0.39800,0
0.39825,0
0.39850,0
0.39875,0
0.39900,0
0.39925,0
0.39950,0
0.39975,0
0.40000,0
0.40025,0
0.40050,0
0.40075,0
0.40100,0
0.40125,0
0.40150,0
0.40175,0
0.40200,0
0.40225,0
0.40250,0
0.40275,0
0.40300,0
0.40325,0
0.40350,0
0.40375,0
0.40400,0
0.40425,0
0.40450,0
0.40475,0
0.40500,0
0.40525,0
0.40550,0
0.40575,0
0.40600,0
0.40625,0
0.40650,0
0.40675,0
0.40700,0
0.40725,0
0.40750,0
0.40775,0
0.40800,0
0.40825,0
0.40850,0
0.40875,0
0.40900,0
0.40925,0
0.40950,0
0.40975,0
0.41000,0
0.41025,0
0.41050,0
0.41075,0
0.41100,0
0.41125,0
0.41150,0
0.41175,0
0.41200,0
0.41225,0
0.41250,0
0.41275,0
0.41300,0
0.41325,0
0.41350,0
0.41375,0
0.41400,0
0.41425,0
0.41450,0
0.41475,0
0.41500,0
0.41525,0
0.41550,0
0.41575,0
0.41600,0
0.41625,0
0.41650,0
0.41675,0
0.41700,0
0.41725,0
0.41750,0
0.41775,0
0.41800,0
0.41825,0
0.41850,0
0.41875,0
0.41900,0
0.41925,0
0.41950,0
0.41975,0
0.42000,0
0.42025,0
0.42050,0
0.42075,0
0.42100,0
0.42125,0
0.42150,0
0.42175,0
0.42200,0
0.42225,0
0.42250,0
0.42275,0
0.42300,0
0.42325,0
0.42350,0
0.42375,0
0.42400,0
0.42425,0
0.42450,0
0.42475,0
0.42500,0
0.42525,0
0.42550,0
0.42575,0
0.42600,0
0.42625,0
0.42650,0
0.42675,0
0.42700,0
0.42725,0
0.42750,0
0.42775,0
0.42800,0
0.42825,0
0.42850,0
0.42875,0
0.42900,0
0.42925,0
0.42950,0
0.42975,0
0.43000,0
0.43025,0
0.43050,0
0.43075,0
0.43100,0
0.43125,0
0.43150,0
0.43175,0
0.43200,0
0.43225,0
0.43250,0
0.43275,0
0.43300,0
0.43325,0
0.43350,0
0.43375,0
0.43400,0
0.43425,0
0.43450,0
0.43475,0
0.43500,0
0.43525,0
0.43550,0
0.43575,0
0.43600,0
0.43625,0
0.43650,0
0.43675,0
0.43700,0
0.43725,0
0.43750,0
0.43775,0
0.43800,0
0.43825,0
0.43850,0
0.43875,0
0.43900,0
0.43925,0
0.43950,0
0.43975,0
0.44000,0
0.44025,0
0.44050,0
0.44075,0
0.44100,0
0.44125,0
0.44150,0
0.44175,0
0.44200,0
0.44225,0
0.44250,0
0.44275,0
0.44300,0
0.44325,0
0.44350,0
0.44375,0
0.44400,0
0.44425,0
0.44450,0
0.44475,0
0.44500,0
0.44525,0
0.44550,0
0.44575,0
0.44600,0
0.44625,0
0.44650,0
0.44675,0
0.44700,0
0.44725,0
0.44750,0
0.44775,0
0.44800,0
0.44825,0
0.44850,0
0.44875,0
0.44900,0
0.44925,0
0.44950,0
0.44975,0
0.45000,0
0.45025,0
0.45050,0
0.45075,0
0.45100,0
0.45125,0
0.45150,0
0.45175,0
0.45200,0
0.45225,0
0.45250,0
0.45275,0
0.45300,0
0.45325,0
0.45350,0
0.45375,0
0.45400,0
0.45425,0
0.45450,0
0.45475,0
0.45500,0
0.45525,0
0.45550,0
0.45575,0
0.45600,0
0.45625,0
0.45650,0
0.45675,0
0.45700,0
0.45725,0
0.45750,0
0.45775,0
0.45800,0
0.45825,0
0.45850,0
0.45875,0
0.45900,0
0.45925,0
0.45950,0
0.45975,0
0.46000,0
0.46025,0
0.46050,0
0.46075,0
0.46100,0
0.46125,0
0.46150,0
0.46175,0
0.46200,0
0.46225,0
0.46250,0
0.46275,0
0.46300,0
0.46325,0
0.46350,0
0.46375,0
0.46400,0
0.46425,0
0.46450,0
0.46475,0
0.46500,0
0.46525,0
0.46550,0
0.46575,0
0.46600,0
0.46625,0
0.46650,0
0.46675,0
0.46700,0
0.46725,0
0.46750,0
0.46775,0
0.46800,0
0.46825,0
0.46850,0
0.46875,0
0.46900,0
0.46925,0
0.46950,0
0.46975,0
0.47000,0
0.47025,0
0.47050,0
0.47075,0
0.47100,0
0.47125,0
0.47150,0
0.47175,0
0.47200,0
0.47225,0
0.47250,0
0.47275,0
0.47300,0
0.47325,0
0.47350,0
0.47375,0
0.47400,0
0.47425,0
0.47450,0
0.47475,0
0.47500,0
0.47525,0
0.47550,0
0.47575,0
0.47600,0
0.47625,0
0.47650,0
0.47675,0
0.47700,0
0.47725,0
0.47750,0
0.47775,0
0.47800,0
0.47825,0
0.47850,0
0.47875,0
0.47900,0
0.47925,0
0.47950,0
0.47975,0
0.48000,0
0.48025,0
0.48050,0
0.48075,0
0.48100,0
0.48125,0
0.48150,0
0.48175,0
0.48200,0
0.48225,0
0.48250,0
0.48275,0
0.48300,0
0.48325,0
0.48350,0
0.48375,0
0.48400,0
0.48425,0
0.48450,0
0.48475,0
0.48500,0
0.48525,0
0.48550,0
0.48575,0
0.48600,0
0.48625,0
0.48650,0
0.48675,0
0.48700,0
0.48725,0
0.48750,0
0.48775,0
0.48800,0
0.48825,0
0.48850,0
0.48875,0
0.48900,0
0.48925,0
0.48950,0
0.48975,0
0.49000,0
0.49025,0
0.49050,0
0.49075,0
0.49100,0
0.49125,0
0.49150,0
0.49175,0
0.49200,0
0.49225,0
0.49250,0
0.49275,0
0.49300,0
0.49325,0
0.49350,0
0.49375,0
0.49400,0
0.49425,0
0.49450,0
0.49475,0
0.49500,0
0.49525,0
0.49550,0
0.49575,0
0.49600,0
0.49625,0
0.49650,0
0.49675,0
0.49700,0
0.49725,0
0.49750,0
0.49775,0
0.49800,0
0.49825,0
0.49850,0
0.49875,0
0.49900,0
